DELETE FROM StaffSchedule;

INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0001', 'S0001', '6', '30/06/2023', '30/06/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0017', 'S0007', '9', '04/07/2024', '04/07/2024');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0017', 'S0008', '7', '19/02/2022', '19/02/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0017', 'S0009', '8', '09/12/2022', '09/12/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0017', 'S0010', '1', '02/09/2024', '02/09/2024');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0017', 'S0011', '8', '22/09/2023', '22/09/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0017', 'S0012', '8', '14/12/2022', '14/12/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0017', 'S0013', '2', '15/06/2023', '15/06/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0017', 'S0014', '10', '06/07/2024', '06/07/2024');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0017', 'S0015', '5', '03/05/2024', '03/05/2024');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0017', 'S0016', '2', '01/11/2023', '01/11/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0017', 'S0017', '9', '22/04/2022', '22/04/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0017', 'S0018', '9', '24/02/2023', '24/02/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0017', 'S0019', '4', '30/08/2022', '30/08/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0017', 'S0020', '7', '14/05/2024', '14/05/2024');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0018', 'S0001', '10', '31/10/2022', '31/10/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0018', 'S0002', '6', '18/10/2022', '18/10/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0018', 'S0003', '5', '01/04/2023', '01/04/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0018', 'S0004', '7', '24/05/2022', '24/05/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0018', 'S0005', '10', '11/04/2023', '11/04/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0018', 'S0006', '8', '30/06/2022', '30/06/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0018', 'S0007', '9', '16/02/2024', '16/02/2024');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0018', 'S0008', '7', '21/11/2022', '21/11/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0018', 'S0009', '8', '03/10/2023', '03/10/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0018', 'S0010', '2', '08/01/2023', '08/01/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0018', 'S0011', '9', '08/06/2023', '08/06/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0018', 'S0012', '10', '18/09/2022', '18/09/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0018', 'S0013', '8', '08/05/2024', '08/05/2024');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0018', 'S0014', '1', '15/06/2022', '15/06/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0018', 'S0015', '4', '31/01/2023', '31/01/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0018', 'S0016', '8', '17/01/2023', '17/01/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0018', 'S0017', '9', '21/07/2022', '21/07/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0018', 'S0018', '9', '09/01/2024', '09/01/2024');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0018', 'S0019', '1', '05/04/2023', '05/04/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0018', 'S0020', '5', '18/07/2022', '18/07/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0019', 'S0001', '8', '03/12/2023', '03/12/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0019', 'S0002', '9', '16/02/2023', '16/02/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0019', 'S0003', '7', '15/02/2023', '15/02/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0019', 'S0004', '3', '14/04/2022', '14/04/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0019', 'S0005', '6', '19/08/2022', '19/08/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0019', 'S0006', '9', '05/01/2024', '05/01/2024');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0019', 'S0007', '5', '01/04/2023', '01/04/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0019', 'S0008', '7', '01/08/2024', '01/08/2024');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0019', 'S0009', '8', '13/11/2022', '13/11/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0019', 'S0010', '5', '10/06/2023', '10/06/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0019', 'S0011', '4', '26/04/2024', '26/04/2024');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0019', 'S0012', '10', '08/03/2022', '08/03/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0019', 'S0013', '6', '21/04/2023', '21/04/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0019', 'S0014', '7', '04/03/2022', '04/03/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0019', 'S0015', '2', '29/11/2023', '29/11/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0019', 'S0016', '7', '26/11/2022', '26/11/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0019', 'S0017', '1', '30/08/2024', '30/08/2024');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0019', 'S0018', '2', '26/07/2023', '26/07/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0019', 'S0019', '8', '30/07/2023', '30/07/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0019', 'S0020', '3', '04/07/2022', '04/07/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0020', 'S0001', '4', '21/05/2024', '21/05/2024');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0020', 'S0002', '5', '18/09/2023', '18/09/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0020', 'S0003', '8', '11/04/2023', '11/04/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0020', 'S0004', '2', '29/05/2022', '29/05/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0020', 'S0005', '1', '30/08/2023', '30/08/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0020', 'S0006', '7', '16/05/2023', '16/05/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0020', 'S0007', '2', '11/04/2023', '11/04/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0020', 'S0008', '2', '04/02/2023', '04/02/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0020', 'S0009', '5', '13/11/2022', '13/11/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0020', 'S0010', '6', '23/07/2024', '23/07/2024');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0020', 'S0011', '10', '27/08/2024', '27/08/2024');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0020', 'S0012', '4', '21/10/2023', '21/10/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0020', 'S0013', '4', '04/03/2024', '04/03/2024');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0020', 'S0014', '6', '31/07/2022', '31/07/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0020', 'S0015', '1', '04/08/2023', '04/08/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0020', 'S0016', '5', '28/05/2022', '28/05/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0020', 'S0017', '9', '07/07/2024', '07/07/2024');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0020', 'S0018', '7', '26/05/2023', '26/05/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0020', 'S0019', '8', '04/01/2022', '04/01/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0020', 'S0020', '1', '21/06/2023', '21/06/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0021', 'S0001', '5', '03/05/2023', '03/05/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0021', 'S0002', '4', '07/03/2024', '07/03/2024');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0021', 'S0003', '9', '21/01/2022', '21/01/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0021', 'S0004', '7', '07/08/2023', '07/08/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0021', 'S0005', '6', '25/06/2023', '25/06/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0021', 'S0006', '9', '12/12/2022', '12/12/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0021', 'S0007', '9', '29/05/2024', '29/05/2024');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0021', 'S0008', '5', '21/03/2022', '21/03/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0021', 'S0009', '9', '02/01/2022', '02/01/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0021', 'S0010', '2', '20/02/2022', '20/02/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0021', 'S0011', '2', '19/03/2022', '19/03/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0021', 'S0012', '2', '02/04/2022', '02/04/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0021', 'S0013', '4', '30/07/2023', '30/07/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0021', 'S0014', '8', '04/04/2024', '04/04/2024');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0021', 'S0015', '7', '27/06/2023', '27/06/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0021', 'S0016', '4', '07/07/2023', '07/07/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0021', 'S0017', '4', '18/10/2023', '18/10/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0021', 'S0018', '9', '18/05/2023', '18/05/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0021', 'S0019', '8', '10/08/2022', '10/08/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0021', 'S0020', '3', '23/06/2024', '23/06/2024');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0022', 'S0001', '7', '25/04/2022', '25/04/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0022', 'S0002', '4', '26/07/2024', '26/07/2024');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0022', 'S0003', '10', '21/05/2022', '21/05/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0022', 'S0004', '10', '22/01/2022', '22/01/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0022', 'S0005', '10', '19/05/2023', '19/05/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0022', 'S0006', '8', '19/05/2022', '19/05/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0022', 'S0007', '9', '03/05/2024', '03/05/2024');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0022', 'S0008', '10', '20/04/2023', '20/04/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0022', 'S0009', '8', '11/09/2022', '11/09/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0022', 'S0010', '4', '13/06/2022', '13/06/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0022', 'S0011', '3', '07/11/2022', '07/11/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0022', 'S0012', '5', '16/09/2022', '16/09/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0022', 'S0013', '2', '13/12/2023', '13/12/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0022', 'S0014', '5', '28/05/2023', '28/05/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0022', 'S0015', '8', '22/01/2022', '22/01/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0022', 'S0016', '5', '29/05/2022', '29/05/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0022', 'S0017', '7', '10/12/2022', '10/12/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0022', 'S0018', '6', '06/12/2022', '06/12/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0022', 'S0019', '4', '13/08/2023', '13/08/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0022', 'S0020', '7', '27/01/2022', '27/01/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0023', 'S0001', '1', '18/09/2022', '18/09/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0023', 'S0002', '5', '22/12/2023', '22/12/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0023', 'S0003', '2', '18/11/2022', '18/11/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0023', 'S0004', '10', '07/08/2024', '07/08/2024');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0023', 'S0005', '2', '02/02/2022', '02/02/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0023', 'S0006', '10', '02/02/2022', '02/02/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0023', 'S0007', '9', '17/11/2022', '17/11/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0023', 'S0008', '7', '05/04/2024', '05/04/2024');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0023', 'S0009', '1', '18/08/2024', '18/08/2024');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0023', 'S0010', '6', '13/04/2023', '13/04/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0023', 'S0011', '1', '21/04/2024', '21/04/2024');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0023', 'S0012', '3', '20/10/2022', '20/10/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0023', 'S0013', '5', '05/01/2024', '05/01/2024');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0023', 'S0014', '6', '27/01/2024', '27/01/2024');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0023', 'S0015', '3', '13/08/2024', '13/08/2024');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0023', 'S0016', '3', '27/02/2024', '27/02/2024');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0023', 'S0017', '1', '01/01/2023', '01/01/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0023', 'S0018', '6', '22/03/2024', '22/03/2024');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0023', 'S0019', '3', '13/08/2023', '13/08/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0023', 'S0020', '5', '24/03/2022', '24/03/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0024', 'S0001', '9', '09/12/2022', '09/12/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0024', 'S0002', '1', '31/10/2023', '31/10/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0024', 'S0003', '3', '05/08/2024', '05/08/2024');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0024', 'S0004', '3', '22/11/2023', '22/11/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0024', 'S0005', '5', '02/08/2022', '02/08/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0024', 'S0006', '10', '05/06/2024', '05/06/2024');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0024', 'S0007', '4', '28/07/2024', '28/07/2024');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0024', 'S0008', '6', '05/05/2023', '05/05/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0024', 'S0009', '7', '23/07/2023', '23/07/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0024', 'S0010', '10', '27/04/2022', '27/04/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0024', 'S0011', '4', '06/05/2023', '06/05/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0024', 'S0012', '3', '11/03/2024', '11/03/2024');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0024', 'S0013', '2', '29/07/2024', '29/07/2024');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0024', 'S0014', '5', '24/11/2022', '24/11/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0024', 'S0015', '4', '06/03/2024', '06/03/2024');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0024', 'S0016', '6', '08/10/2022', '08/10/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0024', 'S0017', '3', '05/09/2022', '05/09/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0024', 'S0018', '5', '20/05/2024', '20/05/2024');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0024', 'S0019', '10', '14/02/2022', '14/02/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0024', 'S0020', '8', '08/01/2023', '08/01/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0025', 'S0001', '5', '07/04/2023', '07/04/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0025', 'S0002', '7', '29/09/2023', '29/09/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0025', 'S0003', '8', '12/08/2022', '12/08/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0025', 'S0004', '8', '16/01/2023', '16/01/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0025', 'S0005', '6', '28/04/2024', '28/04/2024');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0025', 'S0006', '9', '17/12/2023', '17/12/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0025', 'S0007', '6', '05/10/2022', '05/10/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0025', 'S0008', '4', '03/06/2023', '03/06/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0025', 'S0009', '4', '17/05/2022', '17/05/2022');
